OBJECTID,LifeCycleS,Shape.STLe,TRANSPORT_,TRANSPOR_1,TRAVEL_DIR,SPEED_LIMI,TOTAL_NUMB,DISASTER_R,TRUCK_ROUT,LEFT_LOCAL,RIGHT_LOCA,STRUCTURED,STRUCTUR_1,HIGHWAY_RO,HIGHWAY__1,SINGLE_HOU,FROM_LEFT_,TO_LEFT_HO,FROM_RIGHT,TO_RIGHT_H,ACCESS_RES,FROM_VEHIC,TO_VEHICLE,last_edite,AZIMUTH
15242,ACT,110.579237089715733,513842,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,17104,Wilkie Way,,,,173,195,172,194,N,,,2024/11/18 21:50:32.000,309.889
15243,ACT,874.702866955591730,513843,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,17104,Wilkie Way,,,,197,401,196,356,N,,,2024/11/18 21:50:32.000,295.461
24788,ACT,358.973322006435069,2651952,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,17104,Wilkie Way,,,,403,459,358,458,N,,,2024/11/18 21:50:32.000,281.565
12204,ACT,287.423338743418526,397533,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,3800,3848,3801,3849,N,,,2024/11/18 21:50:32.000,27.868
12624,ACT,153.217884344186359,413939,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,4000,4048,4001,4049,N,,,2024/11/18 21:50:32.000,356.910
18703,ACT,63.097720533827577,2071411,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,3760,3760,3761,3761,N,,,2024/11/18 21:50:32.000,39.530
18704,ACT,97.347851567728583,2071412,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,3762,3798,3763,3799,N,,,2024/11/18 21:50:32.000,19.377
19865,ACT,245.287917640340083,2404296,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,3952,3998,3953,3999,N,,,2024/11/18 21:50:32.000,344.690
19881,ACT,101.325802781918142,2404380,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,3850,3870,3851,3871,N,,,2024/11/18 21:50:32.000,0.642
19882,ACT,141.130624891570420,2404381,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,3872,3898,3873,3899,N,,,2024/11/18 21:50:32.000,26.184
19893,ACT,179.458715328278231,2404397,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,3916,3950,3917,3951,N,,,2024/11/18 21:50:32.000,22.028
24333,ACT,71.212347578183795,2650110,RLO,B,"50","2",N,N,Saanich,Saanich,32232,Wilkinson Rd,,,,3900,3914,3901,3915,N,,,2024/11/18 21:50:32.000,31.871
9538,ACT,160.250840090991289,308149,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,29970,Wilks Rd,,,,791,799,788,798,N,,,2024/11/18 21:50:32.000,206.043
19005,ACT,151.681696223045464,2253924,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,29970,Wilks Rd,,,,751,765,750,762,N,,,2024/11/18 21:50:32.000,160.475
19006,ACT,243.188592599382588,2253925,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,29970,Wilks Rd,,,,767,789,764,786,N,,,2024/11/18 21:50:32.000,188.323
19007,ACT,1098.033103455594073,2253926,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,29970,Wilks Rd,,,,651,749,650,748,N,,,2024/11/18 21:50:32.000,120.239
3912,ACT,104.463247244737815,298411,RLO,B,"50","2",N,N,Saanich,Saanich,23522,Willerton Rd,,,,3400,3438,3401,3439,N,,,2024/11/18 21:50:32.000,343.634
20026,ACT,90.238568353559330,2404725,RLO,B,"50","2",N,N,Colwood,Colwood,66184,Willet St,,,,315,329,,,N,,,2024/11/18 21:50:32.000,257.043
17998,ACT,168.960077006129097,1921061,RLO,B,"50","2",N,N,Metchosin,Metchosin,6770,William Head Rd,,,,5201,5239,5200,5238,N,,,2024/11/18 21:50:32.000,166.310
17999,ACT,254.164801341157784,1921062,RLO,B,"50","2",N,N,Metchosin,Metchosin,6770,William Head Rd,,,,5241,5299,5240,5298,N,,,2024/11/18 21:50:32.000,130.557
2015,ACT,242.998799030738979,296047,RLO,B,"50","2",N,N,Victoria,Victoria,8847,William St,,,,400,598,401,599,N,,,2024/11/18 21:50:32.000,338.804
9779,ACT,169.764593064789580,308817,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,8847,William St,,,,100,148,101,149,N,,,2024/11/18 21:50:32.000,46.887
10723,ACT,48.592516556139323,330997,RLO,B,"50","2",N,N,Saanich,Saanich,96347,Williams Hill Rd,,,,5300,5312,5301,5311,N,,,2024/11/18 21:50:32.000,22.900
22658,ACT,141.315508548112547,2613402,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,14121,Williams Pl,,,,,,,,N,,,2024/11/18 21:50:32.000,299.404
1436,ACT,258.938794882846366,295061,RLO,B,"50","2",N,N,North Saanich,North Saanich,14464,Williams Rd,,,,9050,9098,9051,9099,N,,,2024/11/18 21:50:32.000,2.394
7832,ACT,178.099079799070154,305455,RLO,B,"50","2",N,N,Langford,Langford,22998,Willing Dr,,,,761,799,760,798,N,,,2024/11/18 21:50:32.000,30.336
8795,ACT,59.020231446182457,307013,RLO,B,"50","2",N,N,Langford,Langford,22998,Willing Dr,,,,731,735,730,734,N,,,2024/11/18 21:50:32.000,303.983
15068,ACT,249.252918044476246,513428,RLO,B,"50","2",N,N,Langford,Langford,22998,Willing Dr,,,,737,759,736,758,N,,,2024/11/18 21:50:32.000,306.327
7121,ACT,584.777553432179616,304127,RLO,B,"50","2",N,N,Willis Point,Willis Point,20835,Willis Point Rd,,,,7000,7138,7001,7139,N,,,2024/11/18 21:50:32.000,317.959
14829,ACT,104.306219426664683,513008,RLO,B,"50","2",N,N,Willis Point,Willis Point,20835,Willis Point Rd,,,,6622,6630,6631,6631,N,,,2024/11/18 21:50:32.000,344.727
14830,ACT,1085.676546689713632,513009,RLO,B,"50","2",N,N,Willis Point,Willis Point,20835,Willis Point Rd,,,,6632,6880,6633,6881,N,,,2024/11/18 21:50:32.000,5.875
14831,ACT,561.943133407673372,513010,RLO,B,"50","2",N,N,Willis Point,Willis Point,20835,Willis Point Rd,,,,6882,6998,6883,6999,N,,,2024/11/18 21:50:32.000,58.295
16342,ACT,66.859890050227463,1662012,RLO,B,"50","2",N,N,Willis Point,Willis Point,20835,Willis Point Rd,,,,6560,6620,6561,6629,N,,,2024/11/18 21:50:32.000,8.666
12402,ACT,172.193658787670074,399156,RLO,B,"50","2",N,N,East Sooke,East Sooke,56327,Willow Grouse Terr,,,,1500,1550,1501,1549,N,,,2024/11/18 21:50:32.000,45.624
1529,ACT,71.682493543821423,295173,RLO,B,"50","2",N,N,North Saanich,North Saanich,12120,Willow Lane,,,,11180,11198,11181,11199,N,,,2024/11/18 21:50:32.000,90.649
1530,ACT,75.956034613781682,295174,RLO,B,"50","2",N,N,North Saanich,North Saanich,13550,Willow Rd,,,,11150,11198,11151,11199,N,,,2024/11/18 21:50:32.000,0.284
1531,ACT,217.790574135659028,295175,RLO,B,"50","2",N,N,North Saanich,North Saanich,13550,Willow Rd,,,,11200,11298,11201,11299,N,,,2024/11/18 21:50:32.000,359.953
3202,ACT,91.390567829901542,297524,RLO,B,"50","2",N,N,Saanich,Saanich,9840,Willow St,,,,1100,1148,1101,1149,N,,,2024/11/18 21:50:32.000,80.076
3204,ACT,148.772388662367433,297528,RLO,B,"50","2",N,N,Saanich,Saanich,9840,Willow St,,,,1000,1098,1001,1099,N,,,2024/11/18 21:50:32.000,78.069
16553,ACT,14.178805121463467,1845342,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,11824,Willow Way,,,,6994,6998,6995,6999,N,,,2024/11/18 21:50:32.000,274.458
16554,ACT,418.552693329908038,1845364,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,11824,Willow Way,,,,6730,6862,6731,6863,N,,,2024/11/18 21:50:32.000,353.613
16555,ACT,210.675822727778751,1845373,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,11824,Willow Way,,,,6926,6992,6927,6993,N,,,2024/11/18 21:50:32.000,0.371
16556,ACT,27.978988053895016,1845374,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,11824,Willow Way,,,,6864,6872,6865,6873,N,,,2024/11/18 21:50:32.000,0.371
16557,ACT,164.438350764351810,1845375,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,11824,Willow Way,,,,6874,6924,6875,6925,N,,,2024/11/18 21:50:32.000,0.371
10520,ACT,57.624558411428993,310411,RLO,B,"50","2",N,N,Saanich,Saanich,33276,Willowbrook Pl,,,,4026,4048,4041,4055,N,,,2024/11/18 21:50:32.000,74.520
10522,ACT,51.549222828639486,310413,RLO,B,"50","2",N,N,Saanich,Saanich,33276,Willowbrook Pl,,,,4050,4074,4057,4075,N,,,2024/11/18 21:50:32.000,163.460
19929,ACT,29.577596123586513,2404447,RLO,B,"50","2",N,N,Saanich,Saanich,33276,Willowbrook Pl,,,,4000,4006,4001,4011,N,,,2024/11/18 21:50:32.000,348.523
19930,ACT,73.200520631003712,2404448,RLO,B,"50","2",N,N,Saanich,Saanich,33276,Willowbrook Pl,,,,4008,4024,4013,4039,N,,,2024/11/18 21:50:32.000,348.523
7957,ACT,58.573396787620233,305646,RLO,B,"50","2",N,N,Colwood,Colwood,27960,Willowdale Rd,,,,3351,3369,3350,3368,N,,,2024/11/18 21:50:32.000,199.118
7958,ACT,71.479620393018322,305647,RLO,B,"50","2",N,N,Colwood,Colwood,27960,Willowdale Rd,,,,3341,3349,3340,3348,N,,,2024/11/18 21:50:32.000,199.514
11345,ACT,80.842759056278510,356821,RLO,B,"50","2",N,N,Sooke,Sooke,38116,Willowpark Way,,,,6471,6479,6474,6480,N,,,2024/11/18 21:50:32.000,213.494
11346,ACT,83.959328894530827,356822,RLO,B,"50","2",N,N,Sooke,Sooke,38116,Willowpark Way,,,,6465,6469,6466,6472,N,,,2024/11/18 21:50:32.000,213.176
12829,ACT,247.751570204500723,415640,RLO,B,"50","2",N,N,Sooke,Sooke,38116,Willowpark Way,,,,6439,6463,6440,6464,N,,,2024/11/18 21:50:32.000,248.529
12830,ACT,89.868447172134708,415642,RLO,B,"50","2",N,N,Sooke,Sooke,38116,Willowpark Way,,,,6431,6437,6430,6438,N,,,2024/11/18 21:50:32.000,232.516
13322,ACT,175.773760601498907,432072,RLO,B,"50","2",N,N,Sooke,Sooke,38116,Willowpark Way,,,,6408,6324,6419,6325,N,,,2024/11/18 21:50:32.000,26.461
7887,ACT,237.169343459397794,305548,RLO,B,"50","2",N,N,Langford,Langford,13799,Willshire Dr,,,,3201,3229,3200,3228,N,,,2024/11/18 21:50:32.000,181.655
11958,ACT,124.999681369756729,383309,RLO,B,"50","2",N,N,Langford,Langford,13799,Willshire Dr,,,,3231,3261,3230,3260,N,,,2024/11/18 21:50:32.000,198.632
5724,ACT,284.404499544636792,301076,RLO,B,"30","2",N,N,Victoria,Victoria,25374,Wilmer St,,,,900,998,901,999,N,,,2024/11/18 21:50:32.000,357.884
11132,ACT,55.095436663302706,345941,RLO,B,"50","2",N,N,Oak Bay,Oak Bay,11104,Wilmot Pl,,,,1500,1538,1501,1539,N,,,2024/11/18 21:50:32.000,2.715
11133,ACT,249.934046267158578,345942,RLO,B,"50","2",N,N,Oak Bay,Oak Bay,11104,Wilmot Pl,,,,1540,1648,1541,1649,N,,,2024/11/18 21:50:32.000,2.787
10180,ACT,144.895368856681614,309744,RLO,B,"50","2",N,N,Pender Island,Pender Island,15320,Wilson Rd,,,,5400,5408,5401,5409,N,,,2024/11/18 21:50:32.000,211.277
17747,ACT,45.258866090634662,1914150,RLO,B,"50","2",N,N,North Saanich,North Saanich,15320,Wilson Rd,,,,10300,10320,10301,10321,N,,,2024/11/18 21:50:32.000,5.546
17748,ACT,112.726239613853878,1914151,RLO,B,"50","2",N,N,North Saanich,North Saanich,15320,Wilson Rd,,,,10272,10298,10273,10299,N,,,2024/11/18 21:50:32.000,5.560
17749,ACT,558.577580137093946,1914152,RLO,B,"50","2",N,N,North Saanich,North Saanich,15320,Wilson Rd,,,,10100,10234,10101,10235,N,,,2024/11/18 21:50:32.000,338.371
17750,ACT,141.185262388301254,1914153,RLO,B,"50","2",N,N,North Saanich,North Saanich,15320,Wilson Rd,,,,10236,10270,10237,10271,N,,,2024/11/18 21:50:32.000,358.971
17756,ACT,129.290845248622617,1914175,RLO,B,"50","2",N,N,North Saanich,North Saanich,15320,Wilson Rd,,,,10322,10380,10323,10381,N,,,2024/11/18 21:50:32.000,5.545
17757,ACT,143.178554044057080,1914176,RLO,B,"50","2",N,N,North Saanich,North Saanich,15320,Wilson Rd,,,,10382,10444,10383,10445,N,,,2024/11/18 21:50:32.000,5.546
17758,ACT,118.024079958498291,1914177,RLO,B,"50","2",N,N,North Saanich,North Saanich,15320,Wilson Rd,,,,10446,10498,10447,10499,N,,,2024/11/18 21:50:32.000,5.546
2149,ACT,73.151950061840466,296225,RLO,B,"50","2",N,N,Victoria,Victoria,11468,Wilson St,,,,181,199,180,198,N,,,2024/11/18 21:50:32.000,270.686
2150,ACT,108.776643922535129,296226,RLO,B,"50","2",N,N,Victoria,Victoria,11468,Wilson St,,,,201,299,200,298,N,,,2024/11/18 21:50:32.000,270.726
2151,ACT,92.129662379984879,296227,RLO,B,"30","2",N,N,Victoria,Victoria,11468,Wilson St,,,,301,399,300,398,N,,,2024/11/18 21:50:32.000,270.233
2152,ACT,87.049085982380674,296228,RLO,B,"30","2",N,N,Victoria,Victoria,11468,Wilson St,,,,401,499,400,498,N,,,2024/11/18 21:50:32.000,265.727
2153,ACT,67.754824319527245,296229,RLO,B,"30","2",N,N,Victoria,Victoria,11468,Wilson St,,,,501,599,500,598,N,,,2024/11/18 21:50:32.000,247.684
2154,ACT,8.171478931013652,296230,RLO,B,"30","2",N,N,Victoria,Victoria,11468,Wilson St,,,,,,,,N,,,2024/11/18 21:50:32.000,74.508
2155,ACT,56.464721059926696,296231,RLO,B,"30","2",N,N,Victoria,Victoria,11468,Wilson St,,,,601,619,600,618,N,,,2024/11/18 21:50:32.000,266.770
2156,ACT,6.403504406963426,296232,RLO,B,"30","2",N,N,Victoria,Victoria,11468,Wilson St,,,,,,,,N,,,2024/11/18 21:50:32.000,96.872
2157,ACT,133.769625535631036,296234,RLO,B,"50","2",N,N,Victoria,Victoria,11468,Wilson St,,,,701,759,700,758,N,,,2024/11/18 21:50:32.000,277.755
2158,ACT,55.620888474744817,296235,RLO,B,"50","2",N,N,Victoria,Victoria,11468,Wilson St,,,,761,769,760,768,N,,,2024/11/18 21:50:32.000,281.846
2159,ACT,17.665225247360986,296236,RLO,B,"50","2",N,N,Victoria,Victoria,11468,Wilson St,,,,771,779,770,778,N,,,2024/11/18 21:50:32.000,281.213
2160,ACT,34.775605243043579,296237,RLO,B,"50","2",N,N,Victoria,Victoria,11468,Wilson St,,,,781,799,780,798,N,,,2024/11/18 21:50:32.000,280.699
12762,ACT,25.437145033592113,415509,RLO,B,"50","2",N,N,Victoria,Victoria,11468,Wilson St,,,,101,103,,,N,,,2024/11/18 21:50:32.000,283.770
12763,ACT,297.464301679649452,415510,RLO,B,"50","2",N,N,Victoria,Victoria,11468,Wilson St,,,,105,179,100,178,N,,,2024/11/18 21:50:32.000,306.550
23047,ACT,83.876844166194047,2624259,RLO,B,"30","2",N,N,Victoria,Victoria,11468,Wilson St,,,,621,671,620,690,N,,,2024/11/18 21:50:32.000,273.099
23048,ACT,66.360342699296936,2624260,RLO,B,"30","2",N,N,Victoria,Victoria,11468,Wilson St,,,,673,699,692,698,N,,,2024/11/18 21:50:32.000,273.099
7503,ACT,107.905176659650039,304958,RLO,B,"50","2",N,N,Victoria,Victoria,22893,Wilspencer Pl,,,,1230,1258,1231,1259,N,,,2024/11/18 21:50:32.000,93.116
668,ACT,84.740908199239058,293935,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,23795,Win Way,,,,1000,1018,1001,1019,N,,,2024/11/18 21:50:32.000,113.079
3345,ACT,63.572874564049229,297693,RLO,B,"50","2",N,N,Saanich,Saanich,27400,Winchester Rd,,,,1500,1502,1501,1503,N,,,2024/11/18 21:50:32.000,94.037
7069,ACT,23.953956026510529,303746,RLO,B,"50","2",N,N,Saanich,Saanich,27400,Winchester Rd,,,,1550,1558,1568,1560,N,,,2024/11/18 21:50:32.000,32.929
7070,ACT,191.093573514129844,303747,RLO,B,"50","2",N,N,Saanich,Saanich,27400,Winchester Rd,,,,1504,1526,1505,1529,N,,,2024/11/18 21:50:32.000,93.034
7071,ACT,60.854618348422392,303748,RLO,B,"50","2",N,N,Saanich,Saanich,27400,Winchester Rd,,,,1546,1548,1531,1549,N,,,2024/11/18 21:50:32.000,92.233
7072,ACT,28.676887138774322,303749,RLO,B,"50","2",N,N,Saanich,Saanich,27400,Winchester Rd,,,,1528,1534,1544,1536,N,,,2024/11/18 21:50:32.000,346.236
6477,ACT,126.881499136044255,302306,RLO,B,"50","2",N,N,North Saanich,North Saanich,15853,Wincott Rd,,,,2130,2158,2131,2159,N,,,2024/11/18 21:50:32.000,57.670
6478,ACT,41.854444424099093,302307,RLO,B,"50","2",N,N,North Saanich,North Saanich,15853,Wincott Rd,,,,2160,2168,2161,2169,N,,,2024/11/18 21:50:32.000,39.841
5478,ACT,58.325749400659113,300732,RLO,B,"50","2",N,N,Victoria,Victoria,12961,Windermere Pl,,,,340,348,341,349,N,,,2024/11/18 21:50:32.000,90.798
5479,ACT,40.667624323286951,300733,RLO,B,"50","2",N,N,Victoria,Victoria,12961,Windermere Pl,,,,350,358,351,359,N,,,2024/11/18 21:50:32.000,10.434
25049,ACT,172.164147897787501,2659983,RLO,B,"50","2",N,N,Victoria,Victoria,12961,Windermere Pl,,,,300,336,301,337,N,,,2024/11/18 21:50:32.000,19.841
25050,ACT,5.245599265098316,2659984,RLO,B,"50","2",N,N,Victoria,Victoria,12961,Windermere Pl,,,,338,338,339,339,N,,,2024/11/18 21:50:32.000,9.629
9465,ACT,83.949147825156629,308054,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,10587,Windjammer Pl,,,,350,355,369,356,N,,,2024/11/18 21:50:32.000,27.897
10634,ACT,72.803881256716437,330837,RLO,F,"50","1",N,N,Langford,Langford,33456,Windman Crt,,,,641,659,640,658,N,,,2024/11/18 21:50:32.000,256.692
10635,ACT,30.913145270647771,330838,RLO,B,"50","2",N,N,Langford,Langford,33456,Windman Crt,,,,615,639,616,638,N,,,2024/11/18 21:50:32.000,234.819
10632,ACT,141.058142592595942,330835,RLO,F,"30","1",N,N,Langford,Langford,33495,Windman Lane,,,,2740,2696,2739,2699,N,,,2024/11/18 21:50:32.000,3.404
8622,ACT,282.009038549328750,306716,RLO,B,"50","2",N,N,Metchosin,Metchosin,11182,Windover Terr,,,,701,759,700,758,N,,,2024/11/18 21:50:32.000,302.255
23441,ACT,44.771144163050792,2632858,RLO,B,"50","2",N,N,Langford,Langford,92761,Windrider Close,,,,,,,,N,,,2024/11/18 21:50:32.000,210.535
8227,ACT,168.573300068705578,306048,RLO,B,"30","2",N,N,Langford,Langford,20388,Windship Pl,,,,900,968,901,969,N,,,2024/11/18 21:50:32.000,341.965
2604,ACT,85.817037227709136,296800,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2000,2090,2001,2091,N,,,2024/11/18 21:50:32.000,103.968
2605,ACT,99.134430764341431,296801,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2120,2168,2121,2169,N,,,2024/11/18 21:50:32.000,90.045
2606,ACT,91.558112141360795,296802,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2170,2198,2171,2199,N,,,2024/11/18 21:50:32.000,89.910
2607,ACT,130.370625887659202,296803,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2200,2248,2201,2249,N,,,2024/11/18 21:50:32.000,90.128
2608,ACT,93.216093553688452,296804,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2250,2298,2251,2299,N,,,2024/11/18 21:50:32.000,90.569
2609,ACT,87.629229214971417,296805,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2300,2338,2301,2339,N,,,2024/11/18 21:50:32.000,90.452
2610,ACT,95.605675439588836,296806,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2340,2368,2341,2369,N,,,2024/11/18 21:50:32.000,90.619
2611,ACT,89.833810852818658,296807,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2370,2398,2371,2399,N,,,2024/11/18 21:50:32.000,90.310
6750,ACT,47.583733288803643,303055,RLO,B,"40","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2600,2652,2601,2653,N,,,2024/11/18 21:50:32.000,46.025
7380,ACT,180.663097055062337,304759,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2400,2498,2401,2499,N,,,2024/11/18 21:50:32.000,50.213
7381,ACT,85.663155952586138,304760,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2500,2598,2501,2599,N,,,2024/11/18 21:50:32.000,48.137
14503,ACT,26.280374904354247,512426,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2092,2118,2093,2119,N,,,2024/11/18 21:50:32.000,93.233
14718,ACT,42.060329489912462,512715,RLO,B,"40","2",N,N,Oak Bay,Oak Bay,9007,Windsor Rd,,,,2654,2698,2655,2699,N,,,2024/11/18 21:50:32.000,46.023
23244,ACT,154.983808717459254,2626818,RLO,B,"50","2",N,N,Colwood,Colwood,19227,Windthrop Rd,,,,501,539,500,542,N,,,2024/11/18 21:50:32.000,290.098
25532,ACT,185.528914622288511,2684105,RLO,B,"50","2",N,N,Colwood,Colwood,19227,Windthrop Rd,,,,541,569,544,568,N,,,2024/11/18 21:50:32.000,290.098
17375,ACT,529.917786514992486,1907404,RLO,B,"50","2",N,N,Sidney Island,Sidney Island,62884,Windthrow Spur,,,,,,625,675,N,,,2024/11/18 21:50:32.000,38.849
8593,ACT,236.375962402808284,306656,RLO,B,"50","2",N,N,Metchosin,Metchosin,29516,Winfall Rd,,,,750,798,751,799,N,,,2024/11/18 21:50:32.000,299.835
17978,ACT,154.936858254919684,1921040,RLO,B,"50","2",N,N,Metchosin,Metchosin,29516,Winfall Rd,,,,700,726,701,727,N,,,2024/11/18 21:50:32.000,299.776
17979,ACT,122.871431102799491,1921041,RLO,B,"50","2",N,N,Metchosin,Metchosin,29516,Winfall Rd,,,,728,748,729,749,N,,,2024/11/18 21:50:32.000,299.776
9051,ACT,266.269911193390953,307400,RLO,B,"50","2",N,N,Sooke,Sooke,11592,Winfield Dr,,,,2100,2136,2101,2139,N,,,2024/11/18 21:50:32.000,24.788
19556,ACT,92.564950284651474,2397727,RLO,B,"50","2",N,N,Sooke,Sooke,11592,Winfield Dr,,,,2200,2210,2201,2211,N,,,2024/11/18 21:50:32.000,338.463
19557,ACT,250.640932528021693,2397728,RLO,B,"50","2",N,N,Sooke,Sooke,11592,Winfield Dr,,,,2138,2198,2141,2199,N,,,2024/11/18 21:50:32.000,346.353
532,ACT,146.657118115862346,293754,RLO,B,"50","2",N,N,Sidney,Sidney,189,Winmeadow Pl,,,,2020,2058,2021,2059,N,,,2024/11/18 21:50:32.000,89.592
872,ACT,83.341085249139269,294194,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,14557,Winnifred Pl,,,,6870,6908,6871,6909,N,,,2024/11/18 21:50:32.000,348.916
9126,ACT,133.015704632403668,307510,RLO,B,"50","2",N,N,Sooke,Sooke,14557,Winnifred Pl,,,,1641,1669,1640,1668,N,,,2024/11/18 21:50:32.000,314.829
8870,ACT,87.265505447742640,307145,RLO,B,"50","2",N,N,Sooke,Sooke,8407,Winnipeg Rd,,,,2050,2058,2051,2059,N,,,2024/11/18 21:50:32.000,334.950
8966,ACT,36.335672772772490,307299,RLO,B,"50","2",N,N,Sooke,Sooke,9114,Winona Close,,,,6751,6759,6769,6761,N,,,2024/11/18 21:50:32.000,136.611
8817,ACT,685.225608962970568,307055,RLO,B,"50","2",N,N,East Sooke,East Sooke,7034,Winslow Dr,,,,1441,1559,1440,1558,N,,,2024/11/18 21:50:32.000,315.074
10059,ACT,97.631177891894595,309373,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,16126,Winstanley Rd,,,,301,473,300,472,N,,,2024/11/18 21:50:32.000,269.412
10132,ACT,290.511916086890267,309663,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,16126,Winstanley Rd,,,,1,299,0,298,N,,,2024/11/18 21:50:32.000,270.198
15290,ACT,13.525774155339896,514001,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,16126,Winstanley Rd,,,,475,499,474,498,N,,,2024/11/18 21:50:32.000,274.246
8125,ACT,136.944278703057705,305902,RLO,B,"30","2",N,N,Langford,Langford,22512,Winster Rd,,,,2711,2749,2718,2748,N,,,2024/11/18 21:50:32.000,181.638
11358,ACT,164.402214654074413,356844,RLO,B,"30","2",N,N,Langford,Langford,22512,Winster Rd,,,,2751,2799,2750,2798,N,,,2024/11/18 21:50:32.000,168.172
12281,ACT,21.837880732800059,398864,RLO,B,"50","2",N,N,Langford,Langford,22512,Winster Rd,,,,2651,2679,2650,2678,N,,,2024/11/18 21:50:32.000,181.866
12282,ACT,77.404620186063269,398865,RLO,B,"50","2",N,N,Langford,Langford,22512,Winster Rd,,,,2681,2709,2680,2716,N,,,2024/11/18 21:50:32.000,188.210
6931,ACT,97.369202298295946,303490,RLO,B,"50","2",N,N,Saanich,Saanich,20626,Winston Cres,,,,3720,3778,,,N,,,2024/11/18 21:50:32.000,348.053
6955,ACT,49.696809176062665,303524,RLO,B,"50","2",N,N,Saanich,Saanich,20626,Winston Cres,,,,3780,3798,3781,3799,N,,,2024/11/18 21:50:32.000,340.662
6956,ACT,55.834001516650758,303525,RLO,B,"50","2",N,N,Saanich,Saanich,20626,Winston Cres,,,,3700,3718,3701,3719,N,,,2024/11/18 21:50:32.000,4.966
6957,ACT,120.862023667954531,303526,RLO,B,"50","2",N,N,Saanich,Saanich,20626,Winston Cres,,,,,,3721,3779,N,,,2024/11/18 21:50:32.000,348.053
9558,ACT,602.609495889699474,308233,RLO,B,"50","2",N,N,Saturna Island,Saturna Island,2468,Winter Cove Rd,,,,101,101,100,108,N,,,2024/11/18 21:50:32.000,239.296
13684,ACT,92.286719441748502,446132,RLO,B,"50","2",N,N,Saturna Island,Saturna Island,2468,Winter Cove Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,78.617
13685,ACT,331.573811156439490,446133,RLO,B,"50","2",N,N,Saturna Island,Saturna Island,2468,Winter Cove Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,104.783
15194,ACT,190.000206834755829,513675,RLO,B,"50","2",N,N,Saturna Island,Saturna Island,2468,Winter Cove Rd,,,,161,169,160,168,N,,,2024/11/18 21:50:32.000,100.660
15195,ACT,149.475499446986561,513676,RLO,B,"50","2",N,N,Saturna Island,Saturna Island,2468,Winter Cove Rd,,,,107,115,110,112,N,,,2024/11/18 21:50:32.000,286.946
16848,ACT,135.825721771868331,1861644,RLO,B,"50","2",N,N,Saturna Island,Saturna Island,2468,Winter Cove Rd,,,,121,123,120,122,N,,,2024/11/18 21:50:32.000,211.334
